NOR;CPP;DEF;DUD;PER;MAXIMO_DIAS_ATRASO_DDIRECTASBS.1;MAXIMO_DIAS_ATRASO_DDIRECTASBS.2;MAXIMO_DIAS_ATRASO_DDIRECTASBS.3;Documentos Impagos;Dias de atraso de PAGO;al_menos_uno_de_los_solicitantes_vive_en_la_garantia_;motivo_principal_del_prestamo;sector_detalle;sector;Distrito de Garantia
100;0;0;0;0;0;0;1;411.38;;VERDADERO;Construir o remodelar;comerciante: bodega;no dependiente;villa el salvador
0;0;0;0;0;0;0;0;0;;FALSO;Compra de deuda;otros servicios: diseno y/o acabado de interiores;no dependiente;jesus maria
0;0;0;0;100;0;0;0;0;;FALSO;Capital de trabajo;comerciante: venta de articulos de libreria;no dependiente;ate
50.09;49.91;0;0;0;11;10;0;393.68;8;VERDADERO;Lanzar nuevo negocio;comerciante: venta de ropa cuero y calzado;no dependiente;san martin de porres
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;comerciante: venta de ropa cuero y calzado;no dependiente;la victoria
100;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;otros servicios: otros;no dependiente;cercado de lima
20.46;25.37;43.61;10.55;0;107;106;75;70.38;;VERDADERO;Compra de deuda;otros servicios: servicios de educacion y capacitacion;no dependiente;paucarpata
0;0;0;0;0;0;74;43;11.98;;VERDADERO;Construir o remodelar;;dependiente;san juan de miraflores
86.12;13.88;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;otros servicios: otros;no dependiente;san borja
100;0;0;0;0;0;0;0;46.66;4;VERDADERO;Capital de trabajo;agricultura (produccion agricola);no dependiente;cayma
100;0;0;0;0;0;0;25;46.12;;VERDADERO;Expansión del Negocio;comerciante: venta de accesorios y equipos tecnologicos;no dependiente;santiago de surco
100;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;otros servicios: servicio de catering;no dependiente;san martin de porres
100;0;0;0;0;0;0;0;0;15;VERDADERO;Compra de deuda;construccion: otros;no dependiente;miraflores
0;0;0;0;100;0;0;0;0;97;VERDADERO;Capital de trabajo;otros servicios: restaurante/fuente de soda;no dependiente;ate
100;0;0;0;0;0;0;0;56.49;;VERDADERO;Capital de trabajo;comerciante: venta de equipamientos y accesorios de seguridad;no dependiente;bellavista
0;0;0;0;0;0;0;0;4494.34;;VERDADERO;Compra de vehículo;comerciante: venta de ropa cuero y calzado;no dependiente;san juan de miraflores
0;0;0;0;100;0;0;148;0;;FALSO;Compra de deuda;otros servicios: arrendamiento;;cercado de lima
0;0;0;0;0;0;0;0;38692.464;;FALSO;Capital de trabajo;comerciante: venta de ropa cuero y calzado;no dependiente;breña
0;0;0;0;100;0;0;0;0;;FALSO;Capital de trabajo;otros servicios: salon de belleza;no dependiente;chorrillos
38.8;61.2;0;0;0;30;0;0;342.04;4;;Capital de trabajo;;no dependiente;cercado de lima
0;0;0;0;100;0;0;0;0;;VERDADERO;Capital de trabajo;otros servicios: otros;no dependiente;santiago de surco
100;0;0;0;0;0;0;0;0;3;VERDADERO;Construir o remodelar;;no dependiente;san bartolo
71.78;0;0;11.21;17.01;143;112;81;0;;VERDADERO;Construir o remodelar;;no dependiente;villa el salvador
100;0;0;0;0;0;0;0;0;;FALSO;Construir o remodelar;otros servicios: servicio de alojamiento hoteles;no dependiente;asia
51.59;34.87;13.55;0;0;29;31;0;400.07;;VERDADERO;Capital de trabajo;comerciante: venta de ropa cuero y calzado;no dependiente;carabayllo
0;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;;dependiente;carabayllo
100;0;0;0;0;0;0;0;284.6;;VERDADERO;Compra de deuda;;dependiente;santiago de surco
100;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;otros servicios: otros;no dependiente;la victoria
100;0;0;0;0;0;0;0;34.33;;VERDADERO;Capital de trabajo;comerciante: otros;no dependiente;lurin
96.29;0;3.71;0;0;41;10;0;0;;FALSO;Capital de trabajo;;no dependiente;comas
100;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;otros servicios: arrendamiento;;comas
0;0;0;0;0;0;0;0;11335.75;;VERDADERO;Construir o remodelar;;dependiente;san juan de lurigancho
0;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;otros servicios: otros;no dependiente;trujillo
0.23;99.77;0;0;0;0;0;9;553;;VERDADERO;Capital de trabajo;;dependiente;miraflores
0;0;75.3;5.41;19.3;6;6;146;0;10;VERDADERO;Construir o remodelar;;dependiente;miraflores
1.17;20.45;0;78.39;0;71;40;39;0;;VERDADERO;Capital de trabajo;manufactura: textil cuero y calzado;no dependiente;san juan de lurigancho
43.44;52.42;4.14;0;0;60;29;0;0;4;VERDADERO;Construir o remodelar;;dependiente;la molina
15;14.42;0;70.58;0;78;45;12;0;;VERDADERO;Compra de deuda;otros servicios: salud y estetica;no dependiente;cieneguilla
0;100;0;0;0;0;0;0;1144.21;;VERDADERO;Construir o remodelar;comerciante: venta de alimentos minorista;no dependiente;puente piedra
0;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;comerciante: otros;no dependiente;san juan de miraflores
100;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;otros servicios: servicio de transporte privado/taxi/remisse o mototaxi;no dependiente;san juan de lurigancho
100;0;0;0;0;0;0;0;0;;VERDADERO;Otros motivos personales;;no dependiente;chorrillos
100;0;0;0;0;0;0;0;6.76;;VERDADERO;Construir o remodelar;;dependiente;villa maria del triunfo
100;0;0;0;0;0;0;0;0;;FALSO;Otros motivos personales;;dependiente;la perla
11.32;88.68;0;0;0;30;0;0;0;;VERDADERO;Capital de trabajo;comerciante: venta de articulos de limpieza;no dependiente;los olivos
99.78;0.22;0;0;0;12;0;0;0;;VERDADERO;Capital de trabajo;otros servicios: otros;no dependiente;breña
0;0;0;0.03;99.97;197;166;135;0;0;FALSO;Capital de trabajo;comerciante: venta de combustibles/lubricantes/neumaticos;no dependiente;el agustino
100;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;otros servicios: otros;no dependiente;santiago de surco
0;0;0;0;0;0;0;0;914.34;;VERDADERO;Construir o remodelar;otros servicios: arrendamiento;;puente piedra
0;0;0;0;0;0;0;0;0;;FALSO;Otros motivos personales;comerciante: venta de vehiculos;no dependiente;miraflores
100;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;comerciante: otros;no dependiente;la molina
0;0;0;0;0;0;562;531;0;;VERDADERO;Construir o remodelar;comerciante: venta de abarrotes;no dependiente;san juan de lurigancho
0;0;0;0;0;0;0;0;655.25;;FALSO;Construir o remodelar;otros servicios: arrendamiento;;lince
0;0;49.82;32.66;17.52;310;279;248;0;;VERDADERO;Compra de deuda;;dependiente;carabayllo
100;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;comerciante: venta de alimentos mayorista;no dependiente;el agustino
100;0;0;0;0;0;0;0;72.77;;FALSO;Otros motivos personales;otros servicios: salon de belleza;no dependiente;miraflores
0;0;0;0;100;342;342;342;801.12;;VERDADERO;Construir o remodelar;otros servicios: telecomunicaciones;no dependiente;barranco
0;0;0;0;0;0;0;0;19866.11;;VERDADERO;Capital de trabajo;otros servicios: consultoria empresarial;no dependiente;santa anita
0;0;57.63;42.37;0;106;75;44;0;4;FALSO;Capital de trabajo;comerciante: bodega;no dependiente;chorrillos
100;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;comerciante: venta de articulos de belleza;no dependiente;la victoria
0;0;0;0;0;0;0;0;0;;VERDADERO;Otros motivos personales;otros servicios: restaurante/fuente de soda;no dependiente;los olivos
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;comerciante: venta de ropa cuero y calzado;no dependiente;carabayllo
0;0;0;6.68;93.32;0;0;0;64.04;;VERDADERO;Construir o remodelar;otros servicios: diseno y/o acabado de interiores;no dependiente;la molina
78.59;1.41;20;0;0;30;0;0;200.65;;VERDADERO;Compra de deuda;otros servicios: otros;no dependiente;villa el salvador
100;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;otros servicios: otros;no dependiente;carabayllo
0;0;0;0;0;0;0;0;0;37;VERDADERO;Compra de deuda;;dependiente;los olivos
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;otros servicios: restaurante/fuente de soda;no dependiente;san martin de porres
87.7;4.32;0;0;7.98;13;0;0;0;;VERDADERO;Compra de deuda;;dependiente;san miguel
100;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;comerciante: venta de inmueble;no dependiente;carabayllo
0;0;0;0;0;0;0;0;539.18;;VERDADERO;Capital de trabajo;comerciante: bodega;no dependiente;san juan de miraflores
5.08;0;0;90.23;4.69;128;97;66;0;2;VERDADERO;Capital de trabajo;;no dependiente;santiago de surco
100;0;0;0;0;0;0;0;434.81;1;FALSO;Construir o remodelar;construccion: remodelacion de vivienda;no dependiente;puente piedra
0;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;otros servicios: arrendamiento;;san juan de lurigancho
100;0;0;0;0;0;10;0;0;;VERDADERO;Capital de trabajo;comerciante: venta de autopartes;no dependiente;san luis
0;0;0;0;0;0;0;0;33.45;;VERDADERO;Capital de trabajo;otros servicios: servicio de transporte de carga;no dependiente;callao
100;0;0;0;0;0;0;0;0;8;VERDADERO;Capital de trabajo;otros servicios: restaurante/fuente de soda;no dependiente;callao
100;0;0;0;0;0;0;0;0;0;FALSO;Compra de deuda;otros servicios: servicios de educacion y capacitacion;no dependiente;miraflores
100;0;0;0;0;0;0;0;0;;FALSO;Expansión del Negocio;comerciante: venta de alimentos mayorista;no dependiente;trujillo
0;100;0;0;0;14;0;0;0;;VERDADERO;Capital de trabajo;otros servicios: salon de belleza;no dependiente;la esperanza
0;0;0;0;100;0;0;0;6239;;VERDADERO;Compra de deuda;otros servicios: publicidad digital;no dependiente;trujillo
100;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;comerciante: otros;no dependiente;jose luis bustamante y rivero
0;0;0;0;0;0;0;0;29.82;;VERDADERO;Capital de trabajo;;no dependiente;los olivos
10.36;4.5;85.14;0;0;53;53;22;2577.96;;FALSO;Compra de deuda;comerciante: venta de autopartes;no dependiente;carabayllo
100;0;0;0;0;0;0;0;0;1;VERDADERO;Capital de trabajo;;no dependiente;san juan de lurigancho
21.66;63.52;0;14.82;0;85;55;24;2273.25;;VERDADERO;Construir o remodelar;otros servicios: otros;no dependiente;carabayllo
90.24;8.85;0.91;0;0;36;6;0;0;0;VERDADERO;Otros motivos personales;;dependiente;magdalena del mar
0;0;0;0;100;0;121;90;0;;VERDADERO;Capital de trabajo;;no dependiente;trujillo
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;;no dependiente;breña
31.52;68.48;0;0;0;24;0;0;0;6;VERDADERO;Capital de trabajo;otros servicios: servicio de catering;no dependiente;san martin de porres
0;0;0;0;100;0;0;0;3923.1;;FALSO;Compra de deuda;otros servicios: servicios de educacion y capacitacion;no dependiente;magdalena del mar
100;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;construccion: remodelacion de vivienda;no dependiente;cayma
100;0;0;0;0;5;0;0;0;;VERDADERO;Construir o remodelar;;dependiente;santiago de surco
0;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;comerciante: otros;no dependiente;san juan de miraflores
100;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;otros servicios: arrendamiento;;san juan de lurigancho
100;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;construccion: construccion de vivienda;no dependiente;san juan de lurigancho
100;0;0;0;0;3;0;0;2223.1;1;VERDADERO;Construir o remodelar;;dependiente;pueblo libre
100;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;;dependiente;san martin de porres
0;0;0;0;0;0;0;0;0;;FALSO;Construir o remodelar;;dependiente;san juan de lurigancho
0;0;22.27;31.07;46.66;128;98;148;56.23;;FALSO;Construir o remodelar;;dependiente;magdalena del mar
0;0;6.38;33.33;60.29;0;0;0;0;2;VERDADERO;Construir o remodelar;otros servicios: servicio tecnico domestico;no dependiente;san martin de porres
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;;dependiente;comas
17.53;0;82.47;0;0;46;16;16;0;1;VERDADERO;Construir o remodelar;otros servicios: arrendamiento;;san juan de miraflores
0;0;0;0;100;0;0;0;84.72;8;VERDADERO;Construir o remodelar;;dependiente;bellavista
0;0;0;0;0;0;0;0;0;;VERDADERO;Compra de vehículo;;dependiente;san miguel
100;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;;dependiente;san juan de miraflores
0;0;0;0;100;0;165;134;62.2;;VERDADERO;Compra de deuda;comerciante: venta de accesorios y equipos tecnologicos;no dependiente;callao
100;0;0;0;0;0;0;0;0;;FALSO;Construir o remodelar;otros servicios: arrendamiento;;san borja
0;0;0;0;0;0;0;0;76.11;;FALSO;Capital de trabajo;manufactura: elaborados de metal maquinaria equipo aparatos electricos vehiculos;no dependiente;chilca
100;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;manufactura: elaborados de metal maquinaria equipo aparatos electricos vehiculos;no dependiente;villa el salvador
100;0;0;0;0;0;0;0;8210.5;;FALSO;Compra de deuda;otros servicios: otros;no dependiente;cercado de lima
100;0;0;0;0;0;0;0;31.42;;VERDADERO;Construir o remodelar;;dependiente;punta hermosa
100;0;0;0;0;0;0;28;986.49;;FALSO;Capital de trabajo;manufactura: madera y muebles;no dependiente;florencia de mora
100;0;0;0;0;0;0;0;157.94;;VERDADERO;Construir o remodelar;otros servicios: otros;no dependiente;la esperanza
0;0;0;0;100;0;0;0;0;1;VERDADERO;Capital de trabajo;otros servicios: servicios de educacion y capacitacion;no dependiente;callao
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;;dependiente;yanahuara
100;0;0;0;0;0;0;0;0;0;VERDADERO;Construir o remodelar;otros servicios: arrendamiento;;santiago de surco
100;0;0;0;0;0;0;0;0;5;VERDADERO;Capital de trabajo;otros servicios: servicios de educacion y capacitacion;no dependiente;villa el salvador
100;0;0;0;0;0;0;0;0;5;VERDADERO;Construir o remodelar;otros servicios: servicios de educacion y capacitacion;no dependiente;villa el salvador
100;0;0;0;0;0;0;4;0;;FALSO;Capital de trabajo;otros servicios: otros;no dependiente;santiago de surco
6.75;0;93.25;0;0;60;30;0;0;0;VERDADERO;Compra de deuda;otros servicios: salon de belleza;no dependiente;chorrillos
100;0;0;0;0;0;25;0;0;;VERDADERO;Capital de trabajo;otros servicios: salud y estetica;no dependiente;santiago de surco
100;0;0;0;0;0;0;0;0;1;VERDADERO;Capital de trabajo;otros servicios: salud y estetica;no dependiente;santiago de surco
0;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;;no dependiente;carabayllo
0;0;0;0;100;0;0;0;345.5;;VERDADERO;Capital de trabajo;comerciante: otros;no dependiente;carabayllo
0;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;;no dependiente;la molina
0;0;0;0;100;0;0;0;0;0;VERDADERO;Construir o remodelar;otros servicios: arrendamiento;;san borja
45.49;0;54.51;0;0;0;31;0;0;;VERDADERO;Capital de trabajo;;no dependiente;los olivos
100;0;0;0;0;0;0;0;1243.65;;VERDADERO;Capital de trabajo;otros servicios: actividades veterinarias;no dependiente;san borja
100;0;0;0;0;0;0;0;230.65;;VERDADERO;Construir o remodelar;otros servicios: otros;no dependiente;san borja
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;otros servicios: arrendamiento;;santiago de surco
100;0;0;0;0;0;0;0;680.63;;FALSO;Compra de deuda;;dependiente;san martin de porres
100;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;otros servicios: otros;no dependiente;el agustino
0;100;0;0;0;57;27;27;91.7;;FALSO;Capital de trabajo;comerciante: venta de articulos de ferreteria;no dependiente;surquillo
36.29;45.77;17.93;0;0;45;15;0;1176.15;;VERDADERO;Capital de trabajo;comerciante: venta de abarrotes;no dependiente;trujillo
100;0;0;0;0;0;0;0;865.98;;VERDADERO;Compra de deuda;comerciante: otros;no dependiente;santiago de surco
28.24;71.76;0;0;0;10;0;0;1083.58;;FALSO;Lanzar nuevo negocio;otros servicios: servicio de transporte privado/taxi/remisse o mototaxi;no dependiente;chorrillos
100;0;0;0;0;0;0;0;0;18;VERDADERO;Compra de deuda;otros servicios: arrendamiento;;san juan de lurigancho
100;0;0;0;0;0;0;0;0;;FALSO;Construir o remodelar;otros servicios: otros;no dependiente;villa maria del triunfo
100;0;0;0;0;0;0;0;0;;FALSO;Compra de deuda;otros servicios: arrendamiento;;comas
100;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;construccion: remodelacion de vivienda;no dependiente;san borja
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de vehículo;comerciante: venta de articulos de ferreteria;no dependiente;carabayllo
0;0;0;0;0;0;0;0;22957.51;;;Capital de trabajo;comerciante: venta de ropa cuero y calzado;no dependiente;el agustino
100;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;otros servicios: otros;no dependiente;los olivos
100;0;0;0;0;0;0;0;0;10;FALSO;Compra de deuda;otros servicios: farmacia;no dependiente;miraflores
100;0;0;0;0;0;0;0;318.79;;FALSO;Compra de deuda;;dependiente;ate
100;0;0;0;0;0;1;1;0;;FALSO;Lanzar nuevo negocio;otros servicios: arrendamiento;;los olivos
100;0;0;0;0;0;0;0;0;;FALSO;Compra de deuda;otros servicios: servicios de educacion y capacitacion;no dependiente;san isidro
100;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;comerciante: venta de ropa cuero y calzado;no dependiente;los olivos
100;0;0;0;0;0;0;0;1202.75;;VERDADERO;Compra de vehículo;otros servicios: otros;no dependiente;carabayllo
100;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;;dependiente;san martin de porres
100;0;0;0;0;0;0;0;0;0;VERDADERO;Compra de deuda;construccion: otros;no dependiente;santiago de surco
100;0;0;0;0;0;0;0;8395.43;;VERDADERO;Capital de trabajo;;dependiente;san martin de porres
100;0;0;0;0;0;0;0;0;;FALSO;Compra de deuda;otros servicios: salud y estetica;no dependiente;pucusana
100;0;0;0;0;0;41;16;0;;VERDADERO;Capital de trabajo;otros servicios: servicio de transporte de carga;no dependiente;santa anita
100;0;0;0;0;0;0;0;0;;FALSO;Construir o remodelar;comerciante: venta de bebidas alcoholicas;no dependiente;bellavista
100;0;0;0;0;0;0;0;0;0;VERDADERO;Compra de deuda;otros servicios: arrendamiento;;san juan de miraflores
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;otros servicios: servicios de seguridad;no dependiente;comas
86.49;13.51;0;0;0;0;0;0;20.92;;VERDADERO;Capital de trabajo;;dependiente;jesus maria
0;0;0;0;100;0;0;0;0;1;VERDADERO;Capital de trabajo;comerciante: venta de accesorios y equipos tecnologicos;no dependiente;los olivos
0;0;0;28.21;71.79;12;0;0;985.52;0;FALSO;Construir o remodelar;otros servicios: arrendamiento;;santiago de surco
51.57;48.43;0;0;0;9;0;15;0;;VERDADERO;Capital de trabajo;otros servicios: otros;no dependiente;la esperanza
100;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;otros servicios: arrendamiento;;los olivos
100;0;0;0;0;0;0;6;5477.37;1;VERDADERO;Compra de deuda;otros servicios: diseno y/o acabado de interiores;no dependiente;santiago de surco
100;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;otros servicios: arrendamiento;;chorrillos
0;0;0;0;0;0;0;0;15.4;32;FALSO;Capital de trabajo;otros servicios: salud y estetica;no dependiente;san juan de miraflores
100;0;0;0;0;2;0;0;0;;FALSO;Capital de trabajo;otros servicios: arrendamiento;;el tambo
0;0;0;0;0;0;0;0;0;;FALSO;Construir o remodelar;otros servicios: otros;no dependiente;callao
100;0;0;0;0;0;0;0;277.7;;VERDADERO;Construir o remodelar;otros servicios: arrendamiento;;miraflores
0;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;;dependiente;los olivos
0;0;0;0;0;0;0;0;5052.57;;VERDADERO;Capital de trabajo;construccion: otros;no dependiente;breña
0;0;0;0;0;0;0;122;1658.03;;VERDADERO;Capital de trabajo;comerciante: venta de alimentos mayorista;no dependiente;ate
0;0;0;0;100;421;390;360;2137.26;;VERDADERO;Capital de trabajo;comerciante: venta de articulos de ferreteria;no dependiente;comas
37.96;48.04;9.27;0;4.72;0;0;125;0;;VERDADERO;Construir o remodelar;otros servicios: otros;no dependiente;san miguel
100;0;0;0;0;0;0;0;62.88;;VERDADERO;Capital de trabajo;otros servicios: diseno y/o acabado de interiores;no dependiente;santiago de surco
0;0;0;0;0;0;0;0;1787.03;;FALSO;Capital de trabajo;comerciante: venta de ropa cuero y calzado;no dependiente;lince
0;0;0;0;0;0;0;0;0;;VERDADERO;Lanzar nuevo negocio;;dependiente;villa maria del triunfo
100;0;0;0;0;0;0;0;4912.02;;FALSO;Capital de trabajo;comerciante: venta de equipamientos y accesorios de seguridad;no dependiente;rimac
89.08;10.92;0;0;0;0;0;0;0;1;VERDADERO;Capital de trabajo;comerciante: otros;no dependiente;san juan de lurigancho
0;0;0;0;0;0;0;0;0;;FALSO;Otros motivos personales;otros servicios: restaurante/fuente de soda;no dependiente;santiago de surco
100;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;comerciante: venta de ropa cuero y calzado;no dependiente;san martin de porres
0;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;otros servicios: diseno y/o acabado de interiores;no dependiente;la molina
0;0;0;62.89;37.11;812;781;751;34.58;0;VERDADERO;Capital de trabajo;comerciante: bodega;no dependiente;san juan de miraflores
100;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;otros servicios: arrendamiento;;ate
0;100;0;0;0;0;0;0;0;;FALSO;Construir o remodelar;;dependiente;ate
0;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;comerciante: venta de autopartes;no dependiente;trujillo
0;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;;dependiente;trujillo
100;0;0;0;0;0;28;5;0;;VERDADERO;Compra de deuda;;dependiente;trujillo
0;0;0;0;100;0;0;0;932.37;;FALSO;Compra de vehículo;comerciante: venta de vehiculos;no dependiente;cerro colorado
0;0;0;0;0;0;0;0;3125.25;;VERDADERO;Compra de deuda;otros servicios: servicios de seguridad;no dependiente;mariano melgar
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;otros servicios: arrendamiento;;la victoria
100;0;0;0;0;0;0;0;0;0;VERDADERO;Construir o remodelar;otros servicios: salon de belleza;no dependiente;callao
100;0;0;0;0;0;0;25;6201.1;3;VERDADERO;Compra de deuda;comerciante: otros;no dependiente;los olivos
0;0;0;0;0;0;0;0;0;0;VERDADERO;Construir o remodelar;;dependiente;pueblo libre
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;otros servicios: salud y estetica;no dependiente;jesus maria
0;100;0;0;0;13;0;35;0;;VERDADERO;Compra de deuda;otros servicios: otros;no dependiente;santiago de surco
0;0;0;0;0;0;0;0;186.65;;FALSO;Construir o remodelar;otros servicios: publicidad impresa;no dependiente;trujillo
0;0;0;0;0;0;0;0;0;9;VERDADERO;Capital de trabajo;manufactura: textil cuero y calzado;no dependiente;santa anita
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;otros servicios: consultoria empresarial;no dependiente;santiago de surco
0;0;0;0;0;0;0;0;5274.23;;VERDADERO;Lanzar nuevo negocio;;dependiente;santiago de surco
0;0;0;0;100;167;136;106;522.21;;VERDADERO;Lanzar nuevo negocio;otros servicios: salud y estetica;no dependiente;callao
100;0;0;0;0;0;0;0;0;9;VERDADERO;Capital de trabajo;manufactura: petroleo caucho productos quimicos y plasticos;no dependiente;los olivos
100;0;0;0;0;0;0;0;393.86;;VERDADERO;Construir o remodelar;otros servicios: restaurante/fuente de soda;no dependiente;ate
0;0;0;0;100;287;256;226;0;;VERDADERO;Capital de trabajo;otros servicios: salon de belleza;no dependiente;san miguel
0;0;0;0;100;0;0;154;82.67;;VERDADERO;Construir o remodelar;comerciante: venta de joyeria;no dependiente;villa el salvador
0;0;0;33.9;66.1;152;121;91;488.2;;FALSO;Construir o remodelar;otros servicios: arrendamiento;;lurin
33.07;66.93;0;0;0;14;0;0;0;2;VERDADERO;Construir o remodelar;otros servicios: salon de belleza;no dependiente;san martin de porres
100;0;0;0;0;0;0;0;180.77;;VERDADERO;Construir o remodelar;manufactura: textil cuero y calzado;no dependiente;villa el salvador
100;0;0;0;0;0;0;4;0;;VERDADERO;Capital de trabajo;comerciante: otros;no dependiente;el agustino
100;0;0;0;0;0;24;24;0;;FALSO;Construir o remodelar;otros servicios: otros;no dependiente;arequipa
0;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;construccion: remodelacion de vivienda;no dependiente;san juan de lurigancho
100;0;0;0;0;0;0;0;0;;VERDADERO;Otros motivos personales;;dependiente;callao
0;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;otros servicios: servicio de transporte de carga;no dependiente;la victoria
0;0;0;0;100;698;667;637;1521.04;;VERDADERO;Construir o remodelar;comerciante: venta de alimentos minorista;no dependiente;ate
1.51;98.49;0;0;0;3;0;26;0;;VERDADERO;Capital de trabajo;manufactura: textil cuero y calzado;no dependiente;puente piedra
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;;dependiente;carabayllo
0;0;0;0;0;0;0;0;0;;VERDADERO;Compra de vehículo;otros servicios: servicio de transporte de carga;no dependiente;comas
100;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;comerciante: venta de ropa cuero y calzado;no dependiente;chorrillos
0;0;0;0;0;0;0;0;0;33;FALSO;Capital de trabajo;otros servicios: telecomunicaciones;no dependiente;san martin de porres
100;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;comerciante: venta de autopartes;no dependiente;miraflores
85.05;14.95;0;0;0;14;5;0;0;1;FALSO;Construir o remodelar;otros servicios: salon de belleza;no dependiente;la molina
100;0;0;0;0;0;0;6;0;3;VERDADERO;Capital de trabajo;;dependiente;surquillo
22.04;77.96;0;0;0;22;12;0;419.81;;VERDADERO;Compra de deuda;otros servicios: arrendamiento;;chorrillos
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;otros servicios: publicidad impresa;no dependiente;san juan de lurigancho
0;0;0;0;0;0;0;0;0;;FALSO;Lanzar nuevo negocio;;dependiente;trujillo
100;0;0;0;0;0;0;0;1817.62;;VERDADERO;Capital de trabajo;manufactura: papel edicion e impresion;no dependiente;san juan de lurigancho
100;0;0;0;0;0;0;0;0;;FALSO;Compra de deuda;otros servicios: servicio de transporte privado/taxi/remisse o mototaxi;no dependiente;san martin de porres
100;0;0;0;0;0;0;0;0;;;Compra de deuda;otros servicios: arrendamiento;;chorrillos
0;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;;dependiente;villa el salvador
34.71;0;65.29;0;0;6;36;6;305.99;;VERDADERO;Compra de deuda;otros servicios: servicios de educacion y capacitacion;no dependiente;san martin de porres
100;0;0;0;0;0;0;0;0;;FALSO;Expansión del Negocio;otros servicios: arrendamiento;;lince
100;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;comerciante: venta de equipamientos y accesorios de seguridad;no dependiente;san martin de porres
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de vehículo;;dependiente;breña
0;0;0;0;100;0;0;0;2145.44;;VERDADERO;Capital de trabajo;comerciante: venta de alimentos minorista;no dependiente;la esperanza
100;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;comerciante: venta de ropa cuero y calzado;no dependiente;el porvenir
